,Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
1523,21,1952-07-17,245.0,Limoges,Puy de Dôme,Stage with mountain(s),Fausto Coppi,ITA
1524,22,1952-07-18,63.0,Clermont-Ferrand,Vichy,Individual time trial,Fiorenzo Magni,ITA
1525,23,1952-07-19,354.0,Vichy,Paris,Plain stage,Antonin Rolland,FRA
1526,1,1951-07-04,185.0,Metz,Reims,Plain stage,Giovanni Rossi,SUI
1527,2,1951-07-05,228.0,Reims,Ghent,Plain stage,Jean Diederich,LUX
1528,3,1951-07-06,219.0,Ghent,Le Tréport,Plain stage,Georges Meunier,FRA
1529,4,1951-07-07,188.0,Le Tréport,Paris,Plain stage,Roger Lévêque,FRA
1530,5,1951-07-08,215.0,Paris,Caen,Plain stage,Serafino Biagioni,ITA
1531,6,1951-07-09,182.0,Caen,Rennes,Plain stage,Édouard Muller,FRA
1532,7,1951-07-10,85.0,La Guerche-de-Bretagne,Angers,Individual time trial,Hugo Koblet,SUI
1533,8,1951-07-11,241.0,Angers,Limoges,Plain stage,André Rosseel,BEL
1534,9,1951-07-13,236.0,Limoges,Clermont-Ferrand,Stage with mountain(s),Raphaël Géminiani,FRA
1535,10,1951-07-14,216.0,Clermont-Ferrand,Brive,Stage with mountain(s),Bernardo Ruiz,ESP
1536,11,1951-07-15,177.0,Brive,Agen,Plain stage,Hugo Koblet,SUI
1537,12,1951-07-16,185.0,Agen,Dax,Plain stage,Wim van Est,NED
1538,13,1951-07-17,201.0,Dax,Tarbes,Stage with mountain(s),Serafino Biagioni,ITA
1539,14,1951-07-18,142.0,Tarbes,Luchon,Stage with mountain(s),Hugo Koblet,SUI
1540,15,1951-07-19,213.0,Luchon,Carcassonne,Stage with mountain(s),André Rosseel,BEL
1541,16,1951-07-20,192.0,Carcassonne,Montpellier,Plain stage,Hugo Koblet,SUI
1542,17,1951-07-22,224.0,Montpellier,Avignon,Stage with mountain(s),Louison Bobet,FRA
1543,18,1951-07-23,173.0,Avignon,Marseille,Plain stage,Fiorenzo Magni,ITA
1544,19,1951-07-24,208.0,Marseille,Gap,Stage with mountain(s),Armand Baeyens,BEL
1545,20,1951-07-25,165.0,Gap,Briançon,Stage with mountain(s),Fausto Coppi,ITA
1546,21,1951-07-26,201.0,Briançon,Aix-les-Bains,Stage with mountain(s),Bernardo Ruiz,ESP
1547,22,1951-07-27,97.0,Aix-les-Bains,Geneva,Individual time trial,Hugo Koblet,SUI
1548,23,1951-07-28,197.0,Geneva,Dijon,Stage with mountain(s),Germain Derijcke,BEL
1549,24,1951-07-29,322.0,Dijon,Paris,Plain stage,Adolphe Deledda,FRA
1550,1,1950-07-13,307.0,Paris,Metz,Plain stage,Jean Goldschmit,LUX
1551,2,1950-07-14,241.0,Metz,Liège,Plain stage,Adolfo Leoni,ITA
1552,3,1950-07-15,232.5,Liège,Lille,Plain stage,Alfredo Pasotti,ITA
1553,4,1950-07-16,231.0,Lille,Rouen,Plain stage,Stan Ockers,BEL
1554,5,1950-07-17,316.0,Rouen,Dinard,Plain stage,Giovanni Corrieri,ITA
1555,6,1950-07-19,78.0,Dinard,St. Brieuc,Individual time trial,Ferdinand Kübler,SUI
1556,7,1950-07-20,248.0,St. Brieuc,Angers,Plain stage,Nello Lauredi,FRA
1557,8,1950-07-21,181.0,Angers,Niort,Plain stage,Fiorenzo Magni,ITA
1558,9,1950-07-22,206.0,Niort,Bordeaux,Plain stage,Alfredo Pasotti,ITA
1559,10,1950-07-23,202.0,Bordeaux,Pau,Plain stage,Marcel Dussault,FRA
1560,11,1950-07-25,230.0,Pau,St. Gaudens,Stage with mountain(s),Gino Bartali,ITA
1561,12,1950-07-26,233.0,Saint-Gaudens,Perpignan,Plain stage,Maurice Blomme,BEL
1562,13,1950-07-27,215.0,Perpignan,Nîmes,Plain stage,Marcel Molinès,FRA
1563,14,1950-07-28,222.0,Nîmes,Toulon,Plain stage,Custodio Dos Reis,FRA
1564,15,1950-07-29,205.5,Toulon,Menton,Stage with mountain(s),Jean Diederich,LUX
1565,16,1950-07-30,96.0,Menton,Nice,Stage with mountain(s),Ferdinand Kübler,SUI
1566,17,1950-08-01,229.0,Nice,Gap,Stage with mountain(s),Raphaël Géminiani,FRA
1567,18,1950-08-02,165.0,Gap,Briançon,Stage with mountain(s),Louison Bobet,FRA
1568,19,1950-08-03,291.0,Briançon,Saint-Étienne,Stage with mountain(s),Raphaël Géminiani,FRA
1569,20,1950-08-05,98.0,Saint-Étienne,Lyon,Mountain time trial,Ferdinand Kübler,SUI
1570,21,1950-08-06,233.0,Lyon,Dijon,Plain stage,Gino Sciardis,FRA
1571,22,1950-08-07,314.0,Dijon,Paris,Plain stage,Émile Baffert,FRA
1572,1,1949-06-30,182.0,Paris,Reims,Plain stage,Marcel Dussault,FRA
1573,2,1949-07-01,273.0,Reims,Brussels,Plain stage,Roger Lambrecht,BEL
1574,3,1949-07-02,211.0,Brussels,Boulogne-sur-Mer,Plain stage,Norbert Callens,BEL
1575,4,1949-07-03,185.0,Boulogne-sur-Mer,Rouen,Plain stage,Lucien Teisseire,FRA
1576,5,1949-07-04,293.0,Rouen,Saint-Malo,Plain stage,Ferdinand Kübler,SUI
1577,6,1949-07-05,305.0,Saint-Malo,Les Sables-d'Olonne,Plain stage,Adolphe Deledda,FRA
1578,7,1949-07-07,92.0,Les Sables-d'Olonne,La Rochelle,Individual time trial,Fausto Coppi,ITA
1579,8,1949-07-08,262.0,La Rochelle,Bordeaux,Plain stage,Guy Lapébie,FRA
1580,9,1949-07-09,228.0,Bordeaux,San Sebastián,Plain stage,Louis Caput,FRA
1581,10,1949-07-10,192.0,San Sebastián,Pau,Plain stage,Fiorenzo Magni,ITA
1582,11,1949-07-12,193.0,Pau,Luchon,Stage with mountain(s),Jean Robic,FRA
1583,12,1949-07-13,134.0,Luchon,Toulouse,Plain stage,Rik Van Steenbergen,BEL
1584,13,1949-07-14,289.0,Toulouse,Nîmes,Plain stage,Emile Idée,FRA
1585,14,1949-07-15,199.0,Nîmes,Marseille,Plain stage,Jean Goldschmidt,LUX
1586,15,1949-07-16,215.0,Marseille,Cannes,Plain stage,Désiré Keteleer,BEL
1587,16,1949-07-18,275.0,Cannes,Briançon,Stage with mountain(s),Gino Bartali,ITA
1588,17,1949-07-19,257.0,Briançon,Aosta,Stage with mountain(s),Fausto Coppi,ITA
1589,18,1949-07-21,265.0,Aosta,Lausanne,Stage with mountain(s),Vincenzo Rossello,ITA
1590,19,1949-07-22,283.0,Lausanne,Colmar,Stage with mountain(s),Raphaël Géminiani,FRA
1591,20,1949-07-23,137.0,Colmar,Nancy,Mountain time trial,Fausto Coppi,ITA
1592,21,1949-07-24,340.0,Nancy,Paris,Plain stage,Rik Van Steenbergen,BEL
1593,1,1948-06-30,237.0,Paris,Trouville,Plain stage,Gino Bartali,ITA
1594,2,1948-07-01,259.0,Trouville,Dinard,Plain stage,Vincenzo Rossello,ITA
1595,3,1948-07-02,251.0,Dinard,Nantes,Plain stage,Guy Lapébie,FRA
1596,4,1948-07-03,166.0,Nantes,La Rochelle,Plain stage,Jacques Pras,FRA
1597,5,1948-07-04,262.0,La Rochelle,Bordeaux,Plain stage,Raoul Remy,FRA
1598,6,1948-07-05,244.0,Bordeaux,Biarritz,Plain stage,Louison Bobet,FRA
1599,7,1948-07-07,219.0,Biarritz,Lourdes,Stage with mountain(s),Gino Bartali,ITA
1600,8,1948-07-08,261.0,Lourdes,Toulouse,Stage with mountain(s),Gino Bartali,ITA
1601,9,1948-07-10,246.0,Toulouse,Montpellier,Plain stage,Raymond Impanis,BEL
1602,10,1948-07-11,248.0,Montpellier,Marseille,Plain stage,Raymond Impanis,BEL
1603,11,1948-07-12,245.0,Marseille,Sanremo,Plain stage,Gino Sciardis,ITA
1604,12,1948-07-13,170.0,Sanremo,Cannes,Stage with mountain(s),Louison Bobet,FRA
1605,13,1948-07-15,274.0,Cannes,Briançon,Stage with mountain(s),Gino Bartali,ITA
1606,14,1948-07-16,263.0,Briançon,Aix-les-Bains,Stage with mountain(s),Gino Bartali,ITA
1607,15,1948-07-18,256.0,Aix-les-Bains,Lausanne,Stage with mountain(s),Gino Bartali,ITA
1608,16,1948-07-19,243.0,Lausanne,Mulhouse,Stage with mountain(s),Edward Van Dijck,BEL
1609,17,1948-07-21,120.0,Mulhouse,Strasbourg,Individual time trial,Roger Lambrecht,BEL
1610,18,1948-07-22,195.0,Strasbourg,Metz,Plain stage,Giovanni Corrieri,ITA
1611,19,1948-07-23,249.0,Metz,Liège,Plain stage,Gino Bartali,ITA
1612,20,1948-07-24,228.0,Liège,Roubaix,Plain stage,Bernard Gauthier,FRA
1613,21,1948-07-25,286.0,Roubaix,Paris,Plain stage,Giovanni Corrieri,ITA
1614,1,1947-06-25,236.0,Paris,Lille,Plain stage,Ferdinand Kübler,SUI
1615,2,1947-06-26,182.0,Lille,Brussels,Plain stage,René Vietto,FRA
1616,3,1947-06-27,314.0,Brussels,Luxembourg City,Plain stage,Aldo Ronconi,ITA
1617,4,1947-06-28,223.0,Luxembourg City,Strasbourg,Plain stage,Jean Robic,FRA
1618,5,1947-06-29,248.0,Strasbourg,Besançon,Plain stage,Ferdinand Kübler,SUI
1619,6,1947-07-01,249.0,Besançon,Lyon,Plain stage,Lucien Teisseire,FRA
1620,7,1947-07-02,172.0,Lyon,Grenoble,Stage with mountain(s),Jean Robic,FRA
1621,8,1947-07-03,185.0,Grenoble,Briançon,Stage with mountain(s),Fermo Camellini,ITA
1622,9,1947-07-05,217.0,Briançon,Digne,Stage with mountain(s),René Vietto,FRA
1623,10,1947-07-06,255.0,Digne,Nice,Stage with mountain(s),Fermo Camellini,ITA
1624,11,1947-07-08,230.0,Nice,Marseille,Plain stage,Édouard Fachleitner,FRA
1625,12,1947-07-09,165.0,Marseille,Montpellier,Plain stage,Henri Massal,FRA
1626,13,1947-07-10,172.0,Montpellier,Carcassonne,Plain stage,Lucien Teisseire,FRA
1627,14,1947-07-11,253.0,Carcassonne,Luchon,Stage with mountain(s),Albert Bourlon,FRA
1628,15,1947-07-13,195.0,Luchon,Pau,Stage with mountain(s),Jean Robic,FRA
1629,16,1947-07-14,195.0,Pau,Bordeaux,Plain stage,Giuseppe Tacca,ITA
1630,17,1947-07-15,272.0,Bordeaux,Les Sables-d'Olonne,Plain stage,Éloi Tassin,FRA
1631,18,1947-07-16,236.0,Les Sables-d'Olonne,Vannes,Plain stage,Pietro Tarchini,SUI
1632,19,1947-07-18,139.0,Vannes,Saint-Brieuc,Individual time trial,Raymond Impanis,BEL
1633,20,1947-07-19,235.0,Saint-Brieuc,Caen,Plain stage,Maurice Diot,FRA
1634,21,1947-07-20,257.0,Caen,Paris,Plain stage,Briek Schotte,BEL
1635,1,1939-07-10,215.0,Paris,Caen,Plain stage,Amédée Fournier,FRA
1636,2a,1939-07-11,64.0,Caen,Vire,Individual time trial,Romain Maes,BEL
1637,2b,1939-07-11,119.0,Vire,Rennes,Plain stage,Éloi Tassin,FRA
1638,3,1939-07-12,244.0,Rennes,Brest,Plain stage,Pierre Cloarec,FRA
1639,4,1939-07-13,174.0,Brest,Lorient,Plain stage,Raymond Louviot,FRA
1640,5,1939-07-14,207.0,Lorient,Nantes,Plain stage,Amédée Fournier,FRA
1641,6a,1939-07-15,144.0,Nantes,La Rochelle,Plain stage,Lucien Storme,BEL
1642,6b,1939-07-15,107.0,La Rochelle,Royan,Plain stage,Edmond Pagès,FRA
1643,7,1939-07-17,198.0,Royan,Bordeaux,Plain stage,Raymond Passat,FRA
1644,8a,1939-07-18,210.0,Bordeaux,Salies-de-Béarn,Plain stage,Marcel Kint,BEL
1645,8b,1939-07-18,69.0,Salies-de-Béarn,Pau,Individual time trial,Karl Litschi,SUI
1646,9,1939-07-19,311.0,Pau,Toulouse,Stage with mountain(s),Edward Vissers,BEL
1647,10a,1939-07-21,149.0,Toulouse,Narbonne,Plain stage,Pierre Jaminet,FRA
1648,10b,1939-07-21,27.0,Narbonne,Béziers,Individual time trial,Maurice Archambaud,FRA
1649,10c,1939-07-21,70.0,Béziers,Montpellier,Plain stage,Maurice Archambaud,FRA
1650,11,1939-07-22,212.0,Montpellier,Marseille,Plain stage,Fabien Galateau,FRA
1651,12a,1939-07-23,157.0,Marseille,Saint-Raphaël,Plain stage,François Neuens,LUX
1652,12b,1939-07-23,122.0,Saint-Raphaël,Monaco,Plain stage,Maurice Archambaud,FRA
1653,13,1939-07-24,101.0,Monaco,Monaco,Stage with mountain(s),Pierre Gallien,FRA
1654,14,1939-07-25,175.0,Monaco,Digne,Plain stage,Pierre Cloarec,FRA
1655,15,1939-07-26,219.0,Digne,Briançon,Stage with mountain(s),Sylvère Maes,BEL
1656,16a,1939-07-27,126.0,Briançon,Briançon,Stage with mountain(s),Pierre Jaminet,FRA
1657,16b,1939-07-27,64.0,Bonneval,Bourg-Saint-Maurice,Mountain time trial,Sylvère Maes,BEL
1658,16c,1939-07-27,104.0,Bourg-Saint-Maurice,Annecy,Plain stage,Antoon van Schendel,NED
1659,17a,1939-07-29,226.0,Annecy,Dôle,Stage with mountain(s),François Neuens,LUX
1660,17b,1939-07-29,59.0,Dôle,Dijon,Individual time trial,Maurice Archambaud,FRA
1661,18a,1939-07-30,151.0,Dijon,Troyes,Plain stage,René Le Grevès,FRA
1662,18b,1939-07-30,201.0,Troyes,Paris,Plain stage,Marcel Kint,BEL
1663,1,1938-07-05,215.0,Paris,Caen,Plain stage,Willi Oberbeck,GER
1664,2,1938-07-06,237.0,Caen,Saint-Brieuc,Plain stage,Jean Majerus,LUX
1665,3,1938-07-07,238.0,Saint-Brieuc,Nantes,Plain stage,Gerrit Schulte,NED
1666,4a,1938-07-08,62.0,Nantes,La Roche-sur-Yon,Plain stage,Éloi Meulenberg,BEL
1667,4b,1938-07-08,83.0,La Roche-sur-Yon,La Rochelle,Plain stage,Éloi Meulenberg,BEL
1668,4c,1938-07-08,83.0,La Rochelle,Royan,Plain stage,Félicien Vervaecke,BEL
1669,5,1938-07-10,198.0,Royan,Bordeaux,Plain stage,Éloi Meulenberg,BEL
1670,6a,1938-07-11,53.0,Bordeaux,Arcachon,Plain stage,Jules Rossi,ITA
1671,6b,1938-07-11,171.0,Arcachon,Bayonne,Plain stage,Glauco Servadei,ITA
1672,7,1938-07-12,115.0,Bayonne,Pau,Plain stage,Theo Middelkamp,NED
1673,8,1938-07-14,193.0,Pau,Luchon,Stage with mountain(s),Félicien Vervaecke,BEL
1674,9,1938-07-16,260.0,Luchon,Perpignan,Stage with mountain(s),Jean Fréchaut,FRA
1675,10a,1938-07-17,63.0,Perpignan,Narbonne,Plain stage,Antoon van Schendel,NED
1676,10b,1938-07-17,27.0,Narbonne,Béziers,Individual time trial,Félicien Vervaecke,BEL
1677,10c,1938-07-17,73.0,Béziers,Montpellier,Plain stage,Antonin Magne,FRA
1678,11,1938-07-18,223.0,Montpellier,Marseille,Plain stage,Gino Bartali,ITA
1679,12,1938-07-19,199.0,Marseille,Cannes,Plain stage,Jean Fréchaut,FRA
1680,13,1938-07-21,284.0,Cannes,Digne,Stage with mountain(s),Dante Gianello,FRA
1681,14,1938-07-22,219.0,Digne,Briançon,Stage with mountain(s),Gino Bartali,ITA
1682,15,1938-07-23,311.0,Briançon,Aix-les-Bains,Stage with mountain(s),Marcel Kint,BEL
1683,16,1938-07-25,284.0,Aix-les-Bains,Besançon,Stage with mountain(s),Marcel Kint,BEL
1684,17a,1938-07-26,89.0,Besançon,Belfort,Plain stage,Émile Masson Jr.,BEL
1685,17b,1938-07-26,143.0,Belfort,Strasbourg,Plain stage,Jean Fréchaut,FRA
1686,18,1938-07-27,186.0,Strasbourg,Metz,Plain stage,Marcel Kint,BEL
1687,19,1938-07-28,196.0,Metz,Reims,Plain stage,Fabien Galateau,FRA
1688,20a,1938-07-30,48.0,Reims,Laon,Plain stage,Glauco Servadei,ITA
1689,20b,1938-07-30,42.0,Laon,Saint-Quentin,Individual time trial,Félicien Vervaecke,BEL
1690,20c,1938-07-30,107.0,Saint-Quentin,Lille,Plain stage,François Neuville,BEL
1691,21,1938-07-31,279.0,Lille,Paris,Plain stage,Antonin Magne André Leducq[n 2],"c(""FRA"", ""FRA"")"
1692,1,1937-06-30,263.0,Paris,Lille,Plain stage,Jean Majerus,LUX
1693,2,1937-07-01,192.0,Lille,Charleville,Plain stage,Maurice Archambaud,FRA
1694,3,1937-07-02,161.0,Charleville,Metz,Plain stage,Walter Generati,ITA
1695,4,1937-07-03,220.0,Metz,Belfort,Stage with mountain(s),Erich Bautz,GER
1696,5a,1937-07-04,175.0,Belfort,Lons-le-Saunier,Plain stage,Henri Puppo,FRA
1697,5b,1937-07-04,34.0,Lons-le-Saunier,Champagnole,Team time trial,Sylvère Maes,BEL
1698,5c,1937-07-04,93.0,Champagnole,Geneva,Plain stage,Leo Amberg,SUI
1699,6,1937-07-06,180.0,Geneva,Aix-les-Bains,Stage with mountain(s),Gustaaf Deloor,BEL
1700,7,1937-07-07,228.0,Aix-les-Bains,Grenoble,Stage with mountain(s),Gino Bartali,ITA
1701,8,1937-07-08,194.0,Grenoble,Briançon,Stage with mountain(s),Otto Weckerling,GER
1702,9,1937-07-09,220.0,Briançon,Digne,Stage with mountain(s),Roger Lapébie,FRA
1703,10,1937-07-11,251.0,Digne,Nice,Stage with mountain(s),Félicien Vervaecke,BEL
1704,11a,1937-07-13,169.0,Nice,Toulon,Plain stage,Eloi Meulenberg,BEL
1705,11b,1937-07-13,65.0,Toulon,Marseille,Team time trial,Gustaaf Danneels,BEL
1706,12a,1937-07-14,112.0,Marseille,Nîmes,Plain stage,Alphonse Antoine,FRA
1707,12b,1937-07-14,51.0,Nîmes,Montpellier,Plain stage,René Pedroli,SUI
1708,13a,1937-07-15,103.0,Montpellier,Narbonne,Plain stage,Francesco Camusso,ITA
1709,13b,1937-07-15,63.0,Narbonne,Perpignan,Plain stage,Eloi Meulenberg,BEL
1710,14a,1937-07-17,99.0,Perpignan,Bourg-Madame,Plain stage,Eloi Meulenberg,BEL
1711,14b,1937-07-17,59.0,Bourg-Madame,Ax-les-Thermes,Stage with mountain(s),Mariano Canardo,ESP
1712,14c,1937-07-17,167.0,Ax-les-Thermes,Luchon,Stage with mountain(s),Eloi Meulenberg,BEL
1713,15,1937-07-19,194.0,Luchon,Pau,Stage with mountain(s),Julian Berrendero,ESP
1714,16,1937-07-21,235.0,Pau,Bordeaux,Plain stage,Paul Chocque,FRA
1715,17a,1937-07-22,123.0,Bordeaux,Royan,Plain stage,Erich Bautz,GER
1716,17b,1937-07-22,37.0,Royan,Saintes,Plain stage,Adolph Braeckeveldt Heinz Wengler[n 3],"c(""BEL"", ""GER"")"
1717,17c,1937-07-22,67.0,Saintes,La Rochelle,Plain stage,Roger Lapébie,FRA
1718,18a,1937-07-23,82.0,La Rochelle,La Roche-sur-Yon,Team time trial,Roger Lapébie,FRA
1719,18b,1937-07-23,172.0,La Roche-sur-Yon,Rennes,Plain stage,Paul Chocque,FRA
1720,19a,1937-07-24,114.0,Rennes,Vire,Plain stage,Raymond Passat,FRA
1721,19b,1937-07-24,59.0,Vire,Caen,Individual time trial,Leo Amberg,SUI
1722,20,1937-07-25,234.0,Caen,Paris,Plain stage,Edward Vissers,BEL
1723,1,1936-07-07,258.0,Paris,Lille,Plain stage,Paul Egli,SUI
1724,2,1936-07-08,192.0,Lille,Charleville,Plain stage,Robert Wierinckx,BEL
1725,3,1936-07-09,161.0,Charleville,Metz,Plain stage,Mathias Clemens,LUX
1726,4,1936-07-10,220.0,Metz,Belfort,Stage with mountain(s),Maurice Archambaud,FRA
1727,5,1936-07-11,298.0,Belfort,Évian-les-Bains,Plain stage,René Le Grèves,FRA
1728,6,1936-07-13,212.0,Évian-les-Bains,Aix-les-Bains,Stage with mountain(s),Éloi Meulenberg,BEL
1729,7,1936-07-14,230.0,Aix-les-Bains,Grenoble,Stage with mountain(s),Theo Middelkamp,NED
1730,8,1936-07-15,194.0,Grenoble,Briançon,Stage with mountain(s),Jean-Marie Goasmat,FRA
1731,9,1936-07-16,220.0,Briançon,Digne,Stage with mountain(s),Léon Level,FRA
1732,10,1936-07-18,156.0,Digne,Nice,Plain stage,Paul Maye,FRA
1733,11,1936-07-19,126.0,Nice,Cannes,Stage with mountain(s),Federico Ezquerra,ESP
1734,12,1936-07-21,195.0,Cannes,Marseille,Plain stage,René Le Grevès,FRA
1735,13a,1936-07-22,112.0,Marseille,Nîmes,Plain stage,René Le Grevès,FRA
1736,13b,1936-07-22,52.0,Nîmes,Montpellier,Individual time trial,Sylvère Maes,BEL
1737,14a,1936-07-23,103.0,Montpellier,Narbonne,Plain stage,René Le Grevès,FRA
1738,14b,1936-07-23,63.0,Narbonne,Perpignan,Individual time trial,Sylvère Maes,BEL
1739,15,1936-07-25,325.0,Perpignan,Luchon,Stage with mountain(s),Sauveur Ducazeaux,FRA
1740,16,1936-07-27,194.0,Luchon,Pau,Stage with mountain(s),Sylvère Maes,BEL
1741,17,1936-07-29,229.0,Pau,Bordeaux,Plain stage,René Le Grevès,FRA
1742,18a,1936-07-30,117.0,Bordeaux,Saintes,Plain stage,Éloi Meulenberg,BEL
1743,18b,1936-07-30,75.0,Saintes,La Rochelle,Individual time trial,Sylvère Maes,BEL
1744,19a,1936-07-31,81.0,La Rochelle,La Roche-sur-Yon,Plain stage,Marcel Kint,BEL
1745,19b,1936-07-31,65.0,La Roche-sur-Yon,Cholet,Individual time trial,Félicien Vervaecke,BEL
1746,19c,1936-07-31,67.0,Cholet,Angers,Plain stage,Paul Maye,FRA
1747,20a,1936-08-01,204.0,Angers,Vire,Plain stage,René Le Grevès,FRA
1748,20b,1936-08-01,55.0,Vire,Caen,Individual time trial,Antonin Magne,FRA
1749,21,1936-08-02,234.0,Caen,Paris,Plain stage,Arsène Mersch,LUX
1750,1,1935-07-04,262.0,Paris,Lille,Plain stage,Romain Maes,BEL
1751,2,1935-07-05,192.0,Lille,Charleville,Plain stage,Charles Pélissier,FRA
1752,3,1935-07-06,161.0,Charleville,Metz,Plain stage,Rafaele di Paco,ITA
1753,4,1935-07-07,220.0,Metz,Belfort,Stage with mountain(s),Jean Aerts,BEL
1754,5a,1935-07-08,262.0,Belfort,"Geneva, Switzerland",Plain stage,Maurice Archambaud,FRA
1755,5b,1935-07-08,58.0,Geneva,Evian,Individual time trial,Rafaele di Paco,ITA
1756,6,1935-07-10,207.0,Evian,Aix-les-Bains,Stage with mountain(s),René Vietto,FRA
1757,7,1935-07-11,229.0,Aix-les-Bains,Grenoble,Stage with mountain(s),Francesco Camusso,ITA
1758,8,1935-07-12,102.0,Grenoble,Gap,Stage with mountain(s),Jean Aerts,BEL
1759,9,1935-07-13,227.0,Gap,Digne,Stage with mountain(s),René Vietto,FRA
1760,10,1935-07-14,156.0,Digne,Nice,Plain stage,Jean Aerts,BEL
1761,11,1935-07-16,126.0,Nice,Cannes,Stage with mountain(s),Romain Maes,BEL
1762,12,1935-07-17,195.0,Cannes,Marseille,Plain stage,Charles Pélissier,FRA
1763,13a,1935-07-18,112.0,Marseille,Nîmes,Plain stage,Vasco Bergamaschi,ITA
1764,13b,1935-07-18,56.0,Nîmes,Montpellier,Individual time trial,Georges Speicher,FRA
1765,14a,1935-07-19,103.0,Montpellier,Narbonne,Plain stage,René Le Grevès,FRA
1766,14b,1935-07-19,63.0,Narbonne,Perpignan,Individual time trial,Maurice Archambaud,FRA
1767,15,1935-07-20,325.0,Perpignan,Luchon,Stage with mountain(s),Sylvère Maes,BEL
1768,16,1935-07-22,194.0,Luchon,Pau,Stage with mountain(s),Ambrogio Morelli,ITA
1769,17,1935-07-24,224.0,Pau,Bordeaux,Plain stage,Julien Moineau,FRA
1770,18a,1935-07-25,158.0,Bordeaux,Rochefort,Plain stage,René Le Grevès,FRA
1771,18b,1935-07-25,33.0,Rochefort,La Rochelle,Individual time trial,André Leducq,FRA
1772,19a,1935-07-26,81.0,La Rochelle,La Roche sur Yon,Plain stage,René Le Grevès,FRA
1773,19b,1935-07-26,95.0,La Roche sur Yon,Nantes,Individual time trial,Jean Aerts,BEL
1774,20a,1935-07-27,220.0,Nantes,Vire,Plain stage,René Le Grevès,FRA
1775,20b,1935-07-27,55.0,Vire,Caen,Individual time trial,Ambrogio Morelli,ITA
1776,21,1935-07-28,221.0,Caen,Paris,Plain stage,Romain Maes,BEL
1777,1,1934-07-03,262.0,Paris,Lille,Plain stage,Georges Speicher,FRA
1778,2,1934-07-04,192.0,Lille,Charleville,Plain stage,René Le Grevès,FRA
1779,3,1934-07-05,161.0,Charleville,Metz,Plain stage,Roger Lapébie,FRA
1780,4,1934-07-06,220.0,Metz,Belfort,Stage with mountain(s),Roger Lapébie,FRA
1781,5,1934-07-07,293.0,Belfort,Evian,Plain stage,René Le Grevès  Georges Speicher[n 2],"c(""FRA"", ""FRA"")"
1782,6,1934-07-09,207.0,Evian,Aix-les-Bains,Stage with mountain(s),Georges Speicher,FRA
1783,7,1934-07-10,229.0,Aix-les-Bains,Grenoble,Stage with mountain(s),René Vietto,FRA
1784,8,1934-07-11,102.0,Grenoble,Gap,Stage with mountain(s),Giuseppe Martano,ITA
1785,9,1934-07-12,227.0,Gap,Digne,Stage with mountain(s),René Vietto,FRA
1786,10,1934-07-13,156.0,Digne,Nice,Plain stage,René Le Grevès,FRA
1787,11,1934-07-15,126.0,Nice,Cannes,Stage with mountain(s),René Vietto,FRA
1788,12,1934-07-16,195.0,Cannes,Marseille,Plain stage,Roger Lapébie,FRA
1789,13,1934-07-17,172.0,Marseille,Montpellier,Plain stage,Georges Speicher,FRA
1790,14,1934-07-18,177.0,Montpellier,Perpignan,Plain stage,Roger Lapébie,FRA
1791,15,1934-07-20,158.0,Perpignan,Ax-les-Thermes,Plain stage,Roger Lapébie,FRA
1792,16,1934-07-21,165.0,Ax-les-Thermes,Luchon,Stage with mountain(s),Adriano Vignoli,ITA
1793,17,1934-07-22,91.0,Luchon,Tarbes,Stage with mountain(s),Antonin Magne,FRA
1794,18,1934-07-23,172.0,Tarbes,Pau,Stage with mountain(s),René Vietto,FRA
1795,19,1934-07-25,215.0,Pau,Bordeaux,Plain stage,Ettore Meini,ITA
1796,20,1934-07-26,183.0,Bordeaux,La Rochelle,Plain stage,Georges Speicher,FRA
1797,21a,1934-07-27,81.0,La Rochelle,La Roche sur Yon,Plain stage,René Le Grevès,FRA
1798,21b,1934-07-27,90.0,La Roche sur Yon,Nantes,Individual time trial,Antonin Magne,FRA
1799,22,1934-07-28,275.0,Nantes,Caen,Plain stage,Raymond Louviot,FRA
1800,23,1934-07-29,221.0,Caen,Paris,Plain stage,Sylvère Maes,BEL
1801,1,1933-06-27,262.0,Paris,Lille,Plain stage,Maurice Archambaud,FRA
1802,2,1933-06-28,192.0,Lille,Charleville,Plain stage,Learco Guerra,ITA
1803,3,1933-06-29,166.0,Charleville,Metz,Plain stage,Alfons Schepers,BEL
1804,4,1933-06-30,220.0,Metz,Belfort,Stage with mountain(s),Jean Aerts,BEL
1805,5,1933-07-01,293.0,Belfort,Evian,Stage with mountain(s),Léon Louyet,BEL
1806,6,1933-07-03,207.0,Evian,Aix-les-Bains,Stage with mountain(s),Learco Guerra,ITA
1807,7,1933-07-04,229.0,Aix-les-Bains,Grenoble,Stage with mountain(s),Learco Guerra,ITA
1808,8,1933-07-05,102.0,Grenoble,Gap,Stage with mountain(s),Georges Speicher,FRA
1809,9,1933-07-06,227.0,Gap,Digne,Stage with mountain(s),Georges Speicher,FRA
1810,10,1933-07-07,156.0,Digne,Nice,Plain stage,Fernand Cornez,FRA
1811,11,1933-07-09,128.0,Nice,Cannes,Stage with mountain(s),Maurice Archambaud,FRA
1812,12,1933-07-10,208.0,Cannes,Marseille,Plain stage,Georges Speicher,FRA
